id,title,type,episodes,status,score,rank,popularity,favorites,genres,image,genres_list,synopsis_clean
1297,Chouon Senshi Borgman: Lovers Rain,Movie,1,Finished Airing,5.68,11933.0,12730,0,"Action, Sci-Fi",https://cdn.myanimelist.net/images/anime/5/6671l.jpg,"['Action', 'Sci-Fi']","The OVA series Sonic Soldier Borgman serves as a sequel to the 1980s television series about an elite squad of bio-enhanced, crime-fighting humans known as Borgmen. Picking up several years after the dissolution of the original Borgman team, this volume reunites the three remaining members--rocket scientist Ryo, his girlfriend Anise, and police officer Chuck Sweager--for the emotionally-driven episode ""Lover`s Rain,"" which finds the trio facing an army of the undead bent on a rampage of murder and destruction. (Source: AniDB)"
1298,Chouon Senshi Borgman 2: Shinseiki 2058,OVA,3,Finished Airing,5.63,12140.0,13256,1,"Action, Sci-Fi",https://cdn.myanimelist.net/images/anime/1242/99367l.jpg,"['Action', 'Sci-Fi']","In 2058, the menace of the Youma (demons) returns under the evil leadership of the Master. A new generation of Borgman, under the leadership of Chuck Sweager, is mankind's only hope of stopping the plague of evil before it consumes all of Megalocity. But Ken, an unwilling recruit to the Borgman, may have more in common with the enemy than with humankind... (Source: Orphan Fansubs)"
1299,Pygmalio,TV,39,Finished Airing,6.92,4924.0,11786,5,"Adventure, Fantasy",https://cdn.myanimelist.net/images/anime/13/6675l.jpg,"['Adventure', 'Fantasy']","Coult, the prince of the kingdom of Loon, is living a happy life with his father King Stephan and many retainers. He is cheerful, bright, tender-hearted, and gifted by the god Aganade. Coult’s mother Galatea (the daughter of Aganade) married King Stephan. However, Medusa, the daughter of the evil spirit, was envious of her happiness and turned her into a statue together with many villagers when Coult was still a baby. In order to save the other villagers, Stephan pledged allegiance to Medusa, and was forced to promise to make Coult do the same on his 8th birthday. When the day arrives, Coult declares that he will defeat Medusa and revive the people who were turned into statues. He sets out on a long journey to search for the daughter of the evil spirit. (Source: Nippon Animation)"
1300,Play Ball 2nd,TV,13,Finished Airing,6.09,9777.0,15092,2,Sports,https://cdn.myanimelist.net/images/anime/8/6696l.jpg,['Sports'],A continuation of the Play Ball TV series.
1301,Go! Go! Itsutsugo Land,TV,50,Finished Airing,6.44,7706.0,14379,1,,https://cdn.myanimelist.net/images/anime/8/61577l.jpg,[],"The series is about five quintuplets, Kabuto, Hinoki, Arashi, Kinoko and Kodama Morino, who have all kinds of adventures together. Each has their own talent and personality."
1302,Yuukan Club,OVA,2,Finished Airing,5.72,11718.0,13554,2,"Comedy, Mystery",https://cdn.myanimelist.net/images/anime/7/73828l.jpg,"['Comedy', 'Mystery']","St. President school is one of the most wealthy schools around. Everybody in that school respects the Yukan club, the most popular and richest group in the school. This includes Shouchikubai Miroku, Kenbishi Yuuri, Kikumasamune Seishirou, Hakushika Noriko and Kizakura Karen. They go through dangerous adventures to save their school, and of course, just to kill their spare time."
1303,Speed,Movie,1,Finished Airing,5.01,13782.0,13161,0,"Award Winning, Comedy",https://cdn.myanimelist.net/images/anime/11/6757l.jpg,"['Award Winning', 'Comedy']","Short film by Furukawa Taku chronicalling human progress, or lack of it."
1304,Sasuga no Sarutobi,TV,69,Finished Airing,6.46,7577.0,11806,3,"Adventure, Comedy, Romance, Sports",https://cdn.myanimelist.net/images/anime/1318/106142l.jpg,"['Adventure', 'Comedy', 'Romance', 'Sports']","Nikumaru, meaning ""meatball"" in Japanese, is a seventeen-year-old student at Ninja High School, a special school for the training of ninja. He is short and chubby, but he possesses a super technique known as the ""kamikaze"", where he stirs up a whirlwind with his feet. The series introduces his many adventures and pranks as Nikumaru meets with his rivals both in and out of school. (Source: AnimeNfo)"
1305,Futari Daka,TV,36,Finished Airing,5.91,10751.0,13130,2,,https://cdn.myanimelist.net/images/anime/2/59891l.jpg,[],"Two motor-bike crazy young men meet on a track one day. One almost kills the other and after a while, they discover that they have the same first name. Since they are both excellent at racing, they very quickly become rivals ... but their passion and firstname is not the only thing they have in common."
1306,Shirayuki Hime no Densetsu,TV,52,Finished Airing,6.72,5990.0,9733,8,"Adventure, Fantasy, Romance",https://cdn.myanimelist.net/images/anime/3/59509l.jpg,"['Adventure', 'Fantasy', 'Romance']","Snow White was a very happy princess, until the day her stepmother, the Queen Christelle, finally reveals her personality and wants to kill the girl. Snow White flees from the castle and got lost in the woods, where she meets seven dwarfs."
1307,Mori no Youki na Kobito-tachi: Belfy to Lillibit,TV,26,Finished Airing,6.32,8442.0,12515,6,"Adventure, Comedy, Fantasy",https://cdn.myanimelist.net/images/anime/10/73405l.jpg,"['Adventure', 'Comedy', 'Fantasy']","This family-friendly series features a community of tiny forest pixies living in a quaint, old fashioned village. Kind-hearted Belfy, adventurous Lillibit, mischievous Napoleon and tiny Chuchuna have adventures with their friends and help out those around them. With the guidance of wise village elder Ronji, competent (but not always sober) Doctor Dokkorin, authoritative Mayor Maymond and Lillibit's hardworking parents Rock and Marla, the children learn lessons about kindness, friendship, courage, hard work, perseverance, following your dreams, standing up for what's right and rising up to face life's unexpected challenges."
1308,Hoshi no Oujisama Petit Prince,TV,35,Finished Airing,6.77,5692.0,11177,12,Adventure,https://cdn.myanimelist.net/images/anime/2/36539l.jpg,['Adventure'],"The Little Prince lives on Asteroid B612, a tiny rock floating in space. He spends his days cleaning out the three small volcanoes on the asteroid (which he also uses to cook his breakfast) weeding out the baobob trees that threaten to take over, and caring for his friend the Rose Girl. When he gets lonely for company he catches a comet in his butterfly net and flies off to Earth for all sorts of adventures."
1309,Yume no Hoshi no Button Nose,TV,26,Finished Airing,6.29,8587.0,13710,2,Adventure,https://cdn.myanimelist.net/images/anime/13/74470l.jpg,['Adventure'],"Although Trish is her real name, everyone calls her Button Nose because of her button nose. Always happy and nice, she is always shown with strawberries because she's famous for her homemade strawberry jam."
1310,Gekkou no Pierce: Yumemi to Gin no Bara Kishidan,OVA,1,Finished Airing,5.76,11541.0,13321,0,"Fantasy, Mystery, Romance",https://cdn.myanimelist.net/images/anime/12/6782l.jpg,"['Fantasy', 'Mystery', 'Romance']","Because of a mysterious earring, Yumemi a young japanese student, becomes involved in a mysterious story. She must go to Germany, where she learns that the spirit of an evil prince is haunting her earring..."
1311,Sasurai no Taiyou,TV,26,Finished Airing,6.44,7671.0,11357,11,Drama,https://cdn.myanimelist.net/images/anime/1068/101174l.jpg,['Drama'],"Two baby girls were born in the same hospital: one of them is the daughter of an aristocratic family while the other belongs to a deprived household which lives in the slums of the city. However, the nurse-in-charge, Michiko, secretly switches the two babies due to a personal grudge, resulting in a change of fates of the girls from then on. Many years later, the lives of the two girls continue to be intertwined with each other, with the rich Miki ill-treating the poor Nozomi, yet both of them hold similar dreams to become a singer."
1312,Space Station No.9,Music,1,Finished Airing,5.65,0.0,10439,3,Sci-Fi,https://cdn.myanimelist.net/images/anime/2/6817l.jpg,['Sci-Fi'],Second animated music video for music by capsule based around their NEXUS-2060 concept - a space station resort in the year 2060.
1313,Sougen no Shoujo Laura,TV,26,Finished Airing,6.26,8768.0,13333,0,Adventure,https://cdn.myanimelist.net/images/anime/5/44648l.jpg,['Adventure'],This anime is based on the same work as the famous American live-action TV series Little House on the Prairie.
1314,Little Lulu to Chicchai Nakama,TV,26,Finished Airing,6.48,7446.0,14230,0,Comedy,https://cdn.myanimelist.net/images/anime/3/40539l.jpg,['Comedy'],The adventures of Little Lulu and her friends. The series is based on the famous character from comic strips and comic books. (Source: AniDB)
1315,Maegami Tarou,TV Special,1,Finished Airing,6.461607080874696,18405.0,17826,0,Adventure,https://cdn.myanimelist.net/images/anime/8/29237l.jpg,['Adventure'],"This is a folk-tale-like adventure story of an active boy on a quest for the Water of Life. The boy sets out on this quest after learning that the Water of Life is needed to make his village happy. On the way, he meets gods, demons... Soon, he discovers that the evil snake has stolen the Water, and he heads for the snake`s palace. Defeating the snake is not easy since it has the Water of Life to revive itself. This boy - Maegami Tarou - continues his courageous quest in cooperation with various creatures and the gods."
1316,Anne no Nikki,Movie,1,Finished Airing,6.73,5920.0,7473,8,Drama,https://cdn.myanimelist.net/images/anime/12/46771l.jpg,['Drama'],"Amsterdam, June 12, 1942. Anne celebrates her 13th birthday and begins her diary, which she calls ""Kitty"". Hiding for two years from the German threat, the young girl writes about her idealistic views on the world, her ambitions, her fears and her first love, Peter."
1317,Hoshi no Ko Chobin,TV,26,Finished Airing,6.16,9412.0,13793,0,"Adventure, Sci-Fi",https://cdn.myanimelist.net/images/anime/10/58851l.jpg,"['Adventure', 'Sci-Fi']","Chobin is a cute little alien prince from another planet, who crash landed on earth. Looking for his mother, he has a magical bracelet that will help him on his quest."
1318,Ai no Gakkou Cuore Monogatari,TV,26,Finished Airing,6.61,6674.0,10877,4,Drama,https://cdn.myanimelist.net/images/anime/1792/110187l.jpg,['Drama'],"Enrico Pocchini is a kind-hearted schoolboy with a strong sense of justice who lives in the Italian town of Torino. As a new term starts, he loses his beloved teacher, Miss Delacci, who is replaced by the stern Sr. Pelboni. Eventually, the boys in Enrico's class come to respect Sr. Pelboni, and learn about love, life and human kindness. (Source: AniDB)"
1319,Meiken Jolie,TV,52,Finished Airing,6.79,5555.0,9681,11,Adventure,https://cdn.myanimelist.net/images/anime/8/22959l.jpg,['Adventure'],"After befriending a white Pyrenees dog he names Belle, Sebastian sets out on a journey to find the mother he knows is still alive."
1320,Mashin Eiyuuden Wataru,TV,45,Finished Airing,6.92,4906.0,10039,14,"Adventure, Comedy, Sci-Fi",https://cdn.myanimelist.net/images/anime/8/65417l.jpg,"['Adventure', 'Comedy', 'Sci-Fi']","A 9-year-old boy named Wataru Ikusabe is magically transported to a magical realm of the gods called Soukaizan which he is supposed to save. In his quest to save the realm, he manages to transform a clay sculpture into a somewhat autonomous (small) Super Robot. (Source: Wikipedia)"
1321,Himitsu no Akko-chan 3,TV,44,Finished Airing,6.51,7244.0,12933,1,Comedy,https://cdn.myanimelist.net/images/anime/8/6843l.jpg,['Comedy'],"In the Kagami household, the old Western palm-sized mirror has been passed from from generations to generations. Akko-chan has been taught about the importance of the mirror and when she finally receives it from her mother, she cherishes it with all her might. One day, in the midst of a disturbance made by Taishou and his gang, Akko-chan accidentally broke the mirror. She made a grave and buried the broken pieces in the backyard. That night, Akko-chan was awakened by a flash of light and a kind voice which belongs to the Queen of the Mirror Kingdom. The Queen expresses her gratitude to Akko-chan for valuing the mirror so much and offers her a gift—a magical compact mirror. Whenever Akko-chan sings the magical words, she will transform into anything she wants."
