id,title,type,episodes,status,score,rank,popularity,favorites,synopsis,genres,image
1254,Kurohime: Shikkoku no Yakata,OVA,2.0,Finished Airing,5.77,,9529,10,"A camping trip takes a turn for the wild when the group discovers a mystery mansion in the woods. Excitement turns to thrills of terror as people begin to disappear. Too late, they realize they are trapped in the clutches of a mysterious woman. Who is that woman and will the group of campers be able to escape the remote mansion?

(Source: AniDB)",Hentai,https://cdn.myanimelist.net/images/anime/1025/113167l.jpg
1255,Blood Royale,OVA,2.0,Finished Airing,5.53,,8986,8,"A perverted pirate sails the seven seas, armed with a torture chamber and his depraved imagination. Nothing is off limits in this bizarre excursion into a world of erotic peril. 

(Source: AniDB)",Hentai,https://cdn.myanimelist.net/images/anime/1344/113171l.jpg
1256,Yakin Byoutou,OVA,10.0,Finished Airing,6.29,,6268,86,"On a forbidden hospital ward, the head doctor performs madly erotic experiments, stripping the nursing staff of their uniforms, inhibitions and self-control... until even he is shocked by what he uncovers!

(Source: AniDB)",Hentai,https://cdn.myanimelist.net/images/anime/1839/114163l.jpg
1257,Yakin Byoutou Ni,OVA,5.0,Finished Airing,5.99,,8691,5,"An elite doctor Kuwahara couldnt forget his thought toward Nanase Ren, whom he had loved in his youth. Then he changed the hospital to work one after another to look for her, and finally he met her again at the St. Cattleya Hospital. However, her attitude was remote and his love couldnt be fulfilled. To make the matter worse, he received photograph on which Ren was molested. Ren had been turned into a lewd woman by Hirasaka by the woman body experiment when she was at the St. Julianna Hospital. He was disappointed and he lost his mind. Kazama Mana who was a nurse of the gynecology and obstetrics section, loved Kuwahara, and she resembled Ren. Taking advantage of her thoughts, Kuwahara raped her and deprived her virginity shouting the name of Ren.

(Source: AnimeNfo)",Hentai,https://cdn.myanimelist.net/images/anime/10/44273l.jpg
1258,Yakin Byoutou San,OVA,3.0,Finished Airing,6.12,,8803,8,"Sora was lying in front of a hospital. He was seriously injured, and when he was about to die, a nurse, Yamami Yu, helped him. 
He was sent into an emergency ward, and he met a beautiful woman, Mikage Reika. She was a director of the hospital, and she asked him to become a test subject. Because he didn't have any relatives, he accepted it. Then, Yagami Yu was supposed to take care of him. 
Since that day, his fate had changed a lot.

(Source: AnimeNfo)",Hentai,https://cdn.myanimelist.net/images/anime/12/4975l.jpg
1259,Parade Parade,OVA,2.0,Finished Airing,5.94,,10130,13,"Meet Kaori Shiina. She's beautiful. She's talented. She's a pop idol. However, she has a secret, one which would destroy her career if it were ever revealed...",Hentai,https://cdn.myanimelist.net/images/anime/1267/111778l.jpg
1260,Future GPX Cyber Formula,TV,37.0,Finished Airing,7.36,2647.0,6830,67,"14-year-old Kazami Hayato is the youngest driver of Cyber Formula, a Grand Prix in which each vehicle is equipped with computers to aid in racing. With the help of Asurada, the most advanced cybernavigation system, and team Sugo, Hayato races to become the winner of the 10th Cyber Formula Grand Prix. Along the way, Hayato will have to learn what it truly means to be a racer and that victory cannot be achieved simply by driving the best machine. In addition, Kazami will have to gain the respect of the veteran racers, thwart those who attempt to steal Asurada, and participate in races outside of Cyber Formula.

(Source: ANN)","Adventure, Sci-Fi",https://cdn.myanimelist.net/images/anime/1653/140355l.jpg
1261,Future GPX Cyber Formula 11,OVA,6.0,Finished Airing,7.31,2885.0,10227,10,"It is now time for the 11th Cyber Formula World Grand Prix. With all the expectations and pressures placed upon him, Hayato Kazami struggles to regain the championship form that he had a year ago. Moreover, Osamu Sugo, aka Knight Schumacher, has reentered the competition, and declared Hayato to be an enemy. Hayato, with the new Super Asurada AKF-11, must now defeat someone he once deeply trusted in order to secure his second championship.

(Source: ANN)","Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/1686/117415l.jpg
1262,Future GPX Cyber Formula Zero,OVA,8.0,Finished Airing,7.42,2382.0,10415,19,"A freak accident during the 12th Cyber Formula World Grand Prix causes Hayato Kazami to miss the rest of the season, and critically injures both his body and his will to continue racing. Hayato's longtime friend, Asuka Sugo, helps nurse him back to health, and in return he proposes to her and promises her that he would never race again. But as time goes on, Hayato begins to doubt whether he really wants to retire, and decides to make a comeback after all. And with the 13th Cyber Formula World Grand Prix now underway, he must struggle to regain his racing form; regain the trust of Asuka, whose promise he broke; and thwart the malicious intents of Henri Clayton. All the while, the reason behind Hayato's accident begins to unveil itself: the ""Zero Zone.""

(Source: ANN)","Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/7/4085l.jpg
1263,Future GPX Cyber Formula Saga,OVA,8.0,Finished Airing,7.39,2518.0,10446,14,"After his disappointing loss in the last round of the 14th Cyber Formula World Grand Prix, which causes him the championship, Hayato Kazami decides that he needs a change and switches over to the Sugo Garland SF-03 for the 15th Cyber Formula World Grand Prix while he waits for the newest Asurada design. However, his hope to make up for the past year's letdown is made difficult when Aoi ZIP Formula undergoes a major restructuring and brings in Kyoshiro Nagumo as the new president of the team. The new car that he brought to the team, driven by newcomer Phil Fritz, is seemingly unbeatable...

(Source: ANN)","Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/1344/93011l.jpg
1264,Future GPX Cyber Formula Sin,OVA,5.0,Finished Airing,7.48,2132.0,10425,22,"After Aoi Zip Formula was banned for one year from Cyber Formula racing due to cheating, Jotaro Kaga, alias Bleed Kaga, returns for the 17th Cyber Formula World Grand Prix. However his old car is no match for the returning champion Hayato Kazami, whose skill has improved tremendously, and his Nu-Asurada AKF-0. An old face, Kyoshiro Nagumo, appears suddenly to him and offers him the Ogre AN-21: a prototype to the Bio-Computer operated Al-Zard series created by the developers of the Asurada, and an ultimate racing machine that only a few can drive. Kaga must now master this car, confront his own inner demons and, most importantly, defeat his longtime rival Hayato in what is possibly Kaga's last and greatest Cyber Formula season.

(Source: ANN)","Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/6/29342l.jpg
1265,Future GPX Cyber Formula: Early Days Renewal,OVA,2.0,Finished Airing,6.36,8147.0,13954,0,Future GPX Cyber Formula: Early Days Renewal is following Future GPX Cyber Formula ZERO.,"Drama, Sci-Fi, Sports",https://cdn.myanimelist.net/images/anime/1957/106760l.jpg
1266,Macross 7,TV,49.0,Finished Airing,7.12,3929.0,4248,296,"35 years have passed since Lynn Minmay had brought peace between the Zentradi and the humans in the events of Macross. Nekki Basara is a guitarist and a singer of the band Fire Bomber. Living in a less-developed part of the flying colony City 7 which is looking for a habitable planet, he composes and sings songs in the belief that music holds a greater power.

During its flight, an unknown alien race appeared and started laying siege upon City 7. However, its attacks are not conventional -- instead of trying to destroy them, they steal what is known as ""spiritia"", rendering victims unresponsive and zombie-like. During these battles, Basara always goes out into the middle of the warzone, singing his songs and expecting friend and foe to listen and be moved by his music.

(Source: ANN)","Adventure, Comedy, Drama, Romance, Sci-Fi",https://cdn.myanimelist.net/images/anime/1740/98831l.jpg
1267,Macross Dynamite 7,OVA,4.0,Finished Airing,6.79,5547.0,5931,19,"Less than a year after the events that transpired in the Macross 7 TV series, Basara leaves Fire Bomber and travels to the planet Zola. There, he meets a girl named Elma, who is a big fan of Fire Bomber. It is also on this planet where he must once again use his Spiritia powers; this time, to stop an army of poachers and Elma's father Graham from killing a group of space whales travelling within the planetary system.","Adventure, Comedy, Sci-Fi",https://cdn.myanimelist.net/images/anime/1412/138778l.jpg
1268,Macross 7 Encore,OVA,3.0,Finished Airing,6.93,4841.0,6898,5,"Three unbroadcasted episodes of the Macross 7 series. In ""Fleet of the Strongest Women,"" the Macross 7 fleet encounters a rogue Meltrandi fleet led by an old rival of Millia. ""On Stage"" focuses on Ray's past as a fighter pilot, how he first met Basara, and how they formed Fire Bomber. In ""Which One Do You Love,"" when Millia falls ill, she feels her life expectancy is running short and attempts to have Mylene engaged to Basara.

(Source: ANN)","Comedy, Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/1514/96093l.jpg
1269,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,Movie,1.0,Finished Airing,6.87,5152.0,6828,8,"While investigating a sound anomaly across the galaxy, Basara crash-lands on a snowy planet and receives an unfriendly welcome from the local residents. On the planet, he befriends Pedro, a four-year-old boy who watches the Galaxy Network and idolizes Fire Bomber. Basara also discovers that the sound he's searching for is generated by Emilia, a lone Meltrandi struggling to make music of her own.

(Source: ANN)","Adventure, Comedy, Drama, Sci-Fi",https://cdn.myanimelist.net/images/anime/8/80064l.jpg
